year,region_id,road_category_id,total_link_length_km,total_link_length_miles,pedal_cycles,two_wheeled_motor_vehicles,cars_and_taxis,buses_and_coaches,lgvs,all_hgvs,all_motor_vehicles
1995,3,4,7460.656,4635.84,25778422.14,39141054.37,5671832775,119189873.6,692657200.1,345705104.7,6868526007
2012,5,4,3695.17,2296.07,52335088.62,71276629.2,8756041277,125681511.8,1314004830,384252650.4,10651256899
2000,3,6,41213,25608.57,105534304.7,43536372.58,4947953949,132653429,738932757.7,150607949.6,6013684458
1994,4,4,2585.937,1606.83,12409865.14,26888995.76,3450658512,47282948.21,403377115.8,182988906.7,4111196479
2011,2,3,587.1,364.81,1512010.794,21114240.65,3358534229,14306483.88,587173959.4,542025716.7,4523154629
1996,6,3,327.927,203.76,12170480.02,75252523.39,3172475611,35040875.04,421754126.5,191204121.1,3895727257
1999,5,1,600.2,372.95,0,28972721.18,6913185812,51590082.67,955695902.2,1280303092,9229747610
2006,8,1,375.8,233.51,0,16267763.76,4080743972,24452585.03,833208327.7,952069245.6,5906741894
2013,9,1,644,400.16,0,66835875.7,10643804737,59162998.23,1797680147,1131002053,13698485811
1997,7,4,2728.543,1695.44,38831318.85,75532859.97,6684564695,66442549.26,896300226.1,391707313.7,8114547644
2003,2,6,25225.372,15674.32,182982313.3,107014112.6,5436869583,104138032.8,839418407.1,182825436.2,6670265571
2019,4,4,2683.3,1667.33,18548032.49,35379928.21,4115947652,41303648.46,739768697.5,145836509,5078236435
2004,2,6,24738.9,15372.04,172186864.3,98927953.3,5484360857,102575447.6,894137708.9,178121245.6,6758123212
1994,5,2,38.642,24.01,0,1334993.637,250574317.9,1841585.143,32806502.53,18992159.54,305549558.7
1993,8,2,5.612,3.49,0,350832.3888,63187950.49,703919.7338,9671476.08,4893543.58,78807722.28
2012,4,6,26549.00171,16496.78,76179426.04,61513700.39,3899669217,47418007.43,718571871.7,68944921.08,4796117718
2014,10,5,2498.31,1552.38,23850498.46,33162528.03,2112142895,25282583.7,391632253.4,42875393.57,2605095653
2010,1,1,326.8,203.06,0,23443390.91,4199710171,25411792.32,583746051.5,529449516.4,5361760922
2001,9,1,644.4,400.41,0,84104742.68,10526246543,92561726.39,1357117972,1231576025,13291607009
2007,4,6,26572.2,16511.2,60608582.77,69131320.32,3910627645,72000290.92,762229826.3,99727664.71,4913716747
2006,9,2,10.6,6.59,0,1172626.548,146596303.8,1184034.613,17452818.97,7189280.539,173595064.5
2002,6,6,12381.6,7693.57,174584100.8,130924971.4,5024142196,75996215.09,672283452.5,90520399.51,5993867234
2009,11,1,55.6,34.55,0,2681734.297,509004586.7,2484191.074,97769584.07,72021401.27,683961497.4
2015,1,3,736.5,457.64,985782.5387,27563171.28,3077712221,16145539.94,639478578.6,266745959.2,4027645470
2016,7,1,260.9,162.12,0,24900582.37,4328017886,18325778.36,935162961.3,725151866.8,6031559075
2012,3,6,41328.30902,25680.22,145078771.1,54674211.4,5413700204,107355138.9,974227538,110423787.3,6660380879
2006,1,1,325.7,202.38,0,24799952.65,4129922732,32019896.62,569389127.2,579544867.3,5335676575
2000,10,2,4.3,2.67,0,424050.7934,65978810.25,1103996.66,10590694.72,4480528.961,82578081.38
1999,2,3,1222.05,759.35,6194489.805,35471835.73,4331702839,28842128.84,603785917.7,732719134.6,5732521856
2009,10,6,26369.5,16385.25,174931321.4,99273398.04,7015946207,154588058.1,1170939597,121559966.1,8562307226
2008,1,5,3266.7,2029.83,26734447.66,47638612.4,2242053735,31547860.65,468312925.3,78699917.09,2868253051
1999,11,5,1339.8,832.51,5299053.527,7766518.532,744331852,19724185.76,106591257.1,21710088.09,900123901.4
2016,5,3,289.3,179.76,1253315.769,7837477.189,1079310180,7480912.609,216316787.7,109488881.5,1420434239
2005,3,6,38861.8,24147.6,114634984,58940093.92,5262006122,145610022.2,930421079.5,160720612.2,6557697930
2011,4,6,26517.6,16477.27,74331404.6,58036448.61,3829312271,54344546.31,737181416.7,75937804.82,4754812487
2004,5,4,3551.85,2207.02,39529784.81,87443922.09,8948938431,124413737.3,1119220497,473193743.3,10753210331
2005,9,1,644,400.16,0,81527720.92,10637121201,77566945.29,1498741016,1267103148,13562060031
2003,10,2,4.3,2.67,0,366146.7033,59977410.98,852996.6247,9020376.936,4614210.511,74831141.76
1996,1,6,40527.2,25182.43,163981721.7,107126257.7,5899093668,97165056.07,754078680.5,142252992.5,6999716655
2007,5,1,615.8,382.64,0,31681986.57,8069196000,44352626.6,1326338672,1347868547,10819437833
2019,2,1,199.9,124.21,0,8066515.788,3141651224,11858485.16,748063531.5,690261531.2,4599901288
2010,11,5,1336.9,830.71,4791833.117,6280198.144,594026801.9,14979532.01,112336999.5,15025339.38,742648871
2018,7,5,3310.052,2056.77,24867804.26,55997776.52,3074722076,16601800.18,725046465.4,70891795.91,3943259914
1999,4,6,25629,15925.12,59102963.69,50552274.72,3632199207,63665070.99,563712295.2,95822894.3,4405951742
1993,9,3,855.597,531.64,4324816.82,48825488.52,4509390236,34419753.64,530639317,420353984.6,5543628780
2009,7,3,767.8,477.09,1254773.684,37958621.96,4559049208,23116843.57,828317896.9,641138934.9,6089581505
2001,11,1,55.6,34.55,0,2056286.909,455366748.8,3003519.446,65808361.05,80654589.07,606889505.3
2015,3,1,455.83,283.24,0,17405766.64,3393037384,34412282.13,696767634.4,504545717.1,4646168784
2011,10,2,3.2,1.99,0,239728.1128,50154954.13,655702.8827,7143126.64,2670099.432,60863611.2
1994,8,6,25629,15925.12,173619810.3,69635826.77,5338145853,84466714.39,688743363.8,132134584,6313126342
2001,10,6,25907.4,16098.11,156552339.6,84635609.93,6983414831,145559431.5,962837515.9,146255812.1,8322703201
1995,5,6,29609.4,18398.43,173581906.7,68508659.43,6972466421,107925341,788792203.5,149377013.2,8087069638
2012,10,2,3.2,1.99,0,202528.9566,45886863.84,615732.0524,6444645.999,2805500.451,55955271.3
1998,1,1,324.103,201.39,0,20137329.25,3327265610,46755539.52,411915675.6,558209466.1,4364283621
2013,7,5,3238.509039,2012.32,26116029.81,44564633.6,2397305589,20138891.28,494185438,62392357.6,3018586909
1994,1,6,40370.2,25084.88,161790145.5,109071770.9,5805325648,88547880.38,720781883.8,139221943.8,6862949127
2000,1,6,40843.5,25378.97,173714162.4,132579775.4,6219983533,105698960.9,916424149.6,155647232.9,7530333651
2017,11,3,347.4,215.86,817518.0136,10971398.56,2118558691,10398139.8,404981699.6,189805221.3,2734715151
1993,6,5,511.4,317.77,20071532.25,36326602.64,1228325330,27093648.1,142153573.1,30233436.73,1464132591
2001,5,6,30044.3,18668.66,183617861.3,91862489.83,7404035489,116404151.6,961814887.7,170726535.3,8744843554
2004,4,5,2986.3,1855.6,7485757.078,13067912.81,1037835697,22077601.07,225003959.1,44414820.86,1342399991
2006,2,6,25215.4,15668.12,188160257.2,105014384.9,5656155120,102379070.5,959567164.1,179828836.2,7002944576
1998,11,2,2.368,1.47,0,150808.6525,30854994.33,248140.8574,3731371.913,884132.9138,35869448.67
2015,8,4,3063.5,1903.57,35429367.3,73000475.25,6972211521,95530993.86,1281562942,343116728.5,8765422661
1997,9,5,3090.5,1920.35,29834516.42,35405730.53,2782091958,31099006.8,392666204.4,79850547.8,3321113447
2018,3,1,476.4,296.02,0,16357307.58,3818269253,29001102.36,845128812.8,584349899.1,5293106375
2010,9,3,669.3,415.88,1779884.847,49544475.26,4804572005,24027334.12,816584079,415994274.7,6110722168
2001,7,4,2754.13,1711.34,40411061.28,90387149.05,6908000986,72619791.67,959583801.8,412825326.3,8443417055
2004,10,4,2933.24,1822.63,19889005.61,67050042.24,6767786682,78867032,922415025.9,387380074.3,8223498856
1997,4,5,2988.2,1856.78,8510299.849,11342509.74,1079129757,22629096.08,185094672.1,43018770.38,1341214806
1995,7,4,2736.814,1700.58,44749043.71,74266021.43,6509463976,65023011.24,837760954.2,398784352.5,7885298315
2003,5,2,24.1,14.98,0,1098190.629,195413679.4,1215877.401,27113635.12,13996946.58,238838329.2
2006,3,3,2806.96,1744.16,3285298.016,41758382.86,4812063729,48182313.82,729072279.4,543134957,6174211662
2019,2,5,1992.453,1238.05,17052418.64,38011791.61,2013863725,12881217.33,417778586.3,55668150.35,2538203471
2000,2,4,2624.66,1630.89,25962977.18,56758502.78,5049634554,53008700.71,688129625.7,372784737.6,6220316121
2002,8,2,3.5,2.17,0,239342.552,39241382.82,575415.5109,6529812.768,1434581.109,48020534.76
2018,10,6,26650.6187,16559.93,172961648.4,76697303.78,8079698385,104488636.5,1624001226,98290514.96,9983176066
1996,8,6,25746.5,15998.13,176809930,68479454.98,5424239939,92829127.89,714927324.4,135877724.1,6436353570
2016,3,5,7320.96,4549.03,16699150.65,22145261.65,1929252877,23922261.61,454848813.7,53936735.88,2484105950
2012,3,1,456.02,283.36,0,17003227.16,3283659502,40585908.62,592813047.4,502822972.8,4436884658
1997,5,6,29753.4,18487.91,173192306.9,71581339.97,7123422339,116045419.7,853700638.3,153713562.8,8318463299
2015,2,2,0,0,0,0,0,0,0,0,0
2009,3,5,7308.3,4541.17,17192914.26,20811311.48,1847020126,40611522.82,449558710.5,75617241.79,2433618913
2017,6,2,0,0,0,0,0,0,0,0,0
1993,2,4,2571.21,1597.68,27402388.8,49136680.54,4503987983,49273255.44,580747435.6,352576982.9,5535722338
2000,8,6,25982.1,16144.53,186777332.5,84241689.07,5693331983,100080624,852021278.7,146831978.6,6876507554
2014,7,6,32412.6,20140.26,445720331.4,125437895.6,8500729348,116955611.4,1570796873,114970796.6,10428890525
2012,7,1,266.8,165.78,0,23338627.99,4054017287,20140210.26,751361082.3,608262342.4,5457119550
2000,3,4,7482.01,4649.11,24893955.72,49234282.5,5856721621,120964036.6,807316751.7,350970881.2,7185207573
1997,11,1,54.435,33.82,0,1816652.002,431783094.9,2989324.843,61659937.22,82281389.19,580530398.1
2015,6,6,12507.89,7772.04,154068774,139505978.8,6016148405,80461576.6,1118769794,66835317.98,7421721073
2019,5,3,299.6,186.16,1328652.358,9379493.666,1236229410,6077211.645,241365423.5,120839654.9,1613891194
2016,4,3,1546.7,961.07,3066794.355,32686941.32,3502950982,26234778.83,720436582,264938338,4547247622
2005,11,5,1339.6,832.39,4642836.214,8212663.535,623626044.2,16182772.23,109152427,19394955.98,776568862.9
2005,6,4,1718.96,1068.11,162476050.5,286107727.9,8925848438,242359018.9,1288738688,429707067.5,11172760939
2017,10,2,3.8,2.36,0,274502.0456,61442565,549108.3553,9158511.292,3850277.849,75274964.55
1995,6,1,66.957,41.61,0,15841408.05,1067242820,11554316.54,158765426.2,123565393.7,1376969365
2009,8,4,2964.3,1841.93,38247157.54,76249642.71,6930760192,90403943.47,1082228343,334381050,8514023171
2010,5,4,3678.7,2285.84,51302156.34,73092874.8,8766118261,125110949.6,1240269317,407992390.7,10612583793
1996,4,1,135.005,83.89,0,4895220.04,1142469717,11358579.64,144690425.4,200153075.4,1503567018
2012,2,5,2010.2,1249.08,16441661.5,24449167.35,1412846774,12438438.66,278258523.6,48650623.06,1776643526
2015,6,3,0,0,0,0,0,0,0,0,0
2008,10,3,488.48,303.53,1061455.127,16200191.26,2187947688,10367680.3,371159637.9,278970695.2,2864645893
1999,9,6,38273.8,23782.24,341444091.5,166393263.3,11528385479,140610087.1,1541196289,207771613.8,13584356732
2007,3,6,41549.4,25817.6,114326504.1,63475265.21,5663431198,166770023.9,1044452841,162485948.4,7100615277
2008,11,4,1417.21,880.61,10612847.88,28832172.25,3222451854,42829205.18,493847932.4,146229081.1,3934190245
2010,2,6,25239.7,15683.22,208067517.6,95144182.63,5623717136,99332699.87,1020463569,150984027.3,6989641615
2002,11,2,2.4,1.49,0,160302.5829,29661511.77,216276.9427,3392300.217,828230.0117,34258621.53
2000,8,3,702.95,436.79,3740941.713,23527257.26,2508289519,22190949.17,347744495.1,421453055.8,3323205276
2003,1,5,3284.231,2040.73,24587630.38,46802274.5,2034334927,33292432.26,377717006.4,76626397.29,2568773037
2004,1,1,326.8,203.06,0,23081430.82,3849918469,25400246.81,524705910.4,593706975.1,5016813032
2016,1,4,4212,2617.22,40674071.44,106712406.7,8110739717,85729233.04,1619673199,379046350,10301900906
1994,4,5,2990.3,1858.09,8601641.414,11578009.42,1066440736,20372275.91,167194210.8,42412933.47,1307998166
1993,8,3,703.57,437.18,4635529.135,19262607,2256885653,19297347.86,284913247.3,386364017.3,2966722872
2017,7,2,0,0,0,0,0,0,0,0,0
1999,5,2,24.1,14.98,0,890078.8147,170877178.5,1234951.632,22838219.8,13386131.24,209226560
2014,10,6,26474,16450.18,211869517.4,86315194.97,7737730099,143325645.2,1395353219,109025050.8,9471749209
2005,8,5,1911.1,1187.5,14187953.4,24841947.55,1329131041,23797078.03,270980685.7,58193984.13,1706944737
2005,2,3,550.34,341.97,1109666.734,21997079.68,3009299194,13470660.59,476630631.8,547584292.7,4068981859
2001,9,2,10.6,6.59,0,1829667.865,143463985.3,1173466.332,14708238.88,7198989.153,168374347.6
1995,11,2,3.848,2.39,0,228385.6031,49035820.81,450007.5807,5850241.465,1590118.085,57154573.54
1995,10,1,358.449,222.73,0,14444461.22,4159211238,37896510.01,575094588.2,934668687.4,5721315484
1996,3,3,2836.5,1762.52,4585800.177,28389849.53,4379592214,48515651.72,556969791.4,506102402,5519569909
2002,6,1,60.1,37.34,0,12548689.4,1063519911,9156185.067,149626766.6,139736904.6,1374588457
2006,9,3,666,413.83,1604908.273,53765277.65,4962816374,29121250.34,743891620.4,439071768.4,6228666290
2013,10,5,2497.124026,1551.64,21016429.64,31806251.37,1990999123,24377374.34,359812189,41449815.28,2448444753
2003,3,3,2804.07,1742.37,3952120.926,45541308.35,4777406775,55766946.16,664084811.7,507463336.7,6050263178
1996,7,3,1139.596,708.11,4481398.632,41122856.89,4845262489,29542836.09,673351638.9,685234284.9,6274514106
1998,6,1,70.713,43.94,0,21242541.68,1190001507,13605369.02,183442929.5,148807578.7,1557099926
2003,4,1,141.3,87.8,0,8073280.79,1513640673,8898517.036,225191313,183157902.8,1938961687
1993,11,6,12685,7882.09,67289529.15,21854246.2,3260077398,93456712.8,358301892,64626953.59,3798317203
1999,11,6,12863.2,7992.82,70725711.84,26065278.77,3519604261,115299152.9,442959367.3,64171488.51,4168099549
2016,3,2,0,0,0,0,0,0,0,0,0
1999,10,5,2506.6,1557.53,20132426.63,26850691.96,2050241589,36037665.04,316489824.4,63889385.99,2493509157
2003,5,5,1940.88,1206.01,26552251.84,30135673.16,1801082045,43302704.73,273253909.3,57539218.57,2205313551
2009,1,4,4214.5,2618.77,39455958.76,125365374.3,7982711033,87242231.31,1295061162,369184264.8,9859564065
2019,2,2,0,0,0,0,0,0,0,0,0
2016,5,4,3702.7,2300.75,52769437.72,72743397.38,8948905373,110844025.6,1526940333,382106473.3,11041539602
1994,5,3,823.653,511.79,5894488.065,17877064.82,2198104064,18655481.36,283204705.1,232910431.2,2750751747
2001,4,5,2985.2,1854.92,7599001.703,12808937.31,1023288557,21721802.34,205402480,44809751.91,1308031529
2006,5,4,3666.95,2278.54,45212177.76,82246973.3,9101117115,129126440.8,1201067794,470207857.5,10983766181
2018,7,6,32468.0731,20174.73,384939105.4,125334537.2,9073450807,104595436,1863021361,111068528.8,11277470669
2010,4,3,1546.6,961.01,2069554.427,27161580.74,3191337228,31707909.87,550385219.7,264120051.4,4064711990
2001,10,1,381.7,237.18,0,18867375.15,4960979950,33560691.19,746036950.5,1045504637,6804949604
2004,8,1,361.8,224.81,0,13700461.18,3908410506,21610125.12,752231175.4,941673445.3,5637625713
2014,3,1,456.82,283.85,0,17818967.49,3378386360,40304122.22,668682795.4,505693587.9,4610885833
2008,7,6,32252.1,20040.53,356106407.2,148806932.7,8412933887,139630852,1511297773,163244355,10375913801
2005,5,1,611.5,379.97,0,34361339.47,7840193804,42567298.54,1191400390,1317908589,10426431420
2011,11,6,12997.2,8076.09,73638016.48,27497627.49,3040394353,88388038.12,500691338.6,43840900.13,3700812258
2017,2,6,25593.23,15902.9,209921472.9,77137529.33,6540534377,80784929.17,1214148267,127939229.7,8040544332
2013,9,6,38821.65847,24122.66,416958994.9,166813603,11586309741,115757928.7,2002934094,144084170.6,14015899537
1994,9,2,16.997,10.56,0,2099972.411,192644956.6,1195054.01,17628144.14,11029545.58,224597672.7
2003,8,3,514.05,319.42,2099367.351,19344051.52,2120947372,17267715.76,322371283.9,371622608.2,2851553031
2014,5,5,2005.44,1246.12,32098696.9,29773659.88,1890267972,30543963.79,324836544.9,38215234.92,2313637376
1995,1,1,306.893,190.69,0,14365612.32,2910651912,29967051.79,349210368.3,474722936.2,3778917881
2012,11,2,2.4,1.49,0,107732.8059,26557413.29,238931.8115,3793491.006,647777.4111,31345346.33
2017,11,6,13151.31,8171.85,79166446.79,36286458.07,3297634332,102648128,628536624,41648451.08,4106753993
2016,4,6,26585.64,16519.55,86526396.17,63537673.69,4362068488,51294703.56,926007481,81629662.2,5484538008
2017,3,6,41228.7,25618.33,140516566.8,54294702.68,5856731400,117990248.6,1368695481,95723054.56,7493434888
2006,6,4,1719.7,1068.57,189932342.6,326404703.7,8834381147,268743696.8,1521913970,415196390.6,11366639908
1999,7,5,3268.1,2030.7,22156853.97,33068132.11,2163207493,29913430.57,407055918.4,86384265.89,2719629240
1998,6,4,1378.611,856.63,94323954.36,169301456.4,5839969186,153727192.6,724952905.7,245633884.4,7133584625
1999,11,3,437.5,271.85,785571.6366,11548751.54,1861617894,14478197.33,243480959.3,211240854.7,2342366657
2003,4,4,2628.29,1633.14,9615746.354,39076521.55,3891426374,50120484.99,500105861,168881118.5,4649610360
2008,5,3,331.7,206.11,1114594.518,9372191.154,1205836986,9127348.783,186891301.7,146694602.3,1557922429
1996,8,3,704.609,437.82,4215176.494,20004521.1,2454993080,20957444.15,321437232.8,417966624.3,3235358903
2018,10,3,449.7,279.43,1374141.294,15941080.82,2264779025,9559034.74,451728837.3,285033209.2,3027041187
1999,4,1,141.3,87.8,0,6839600.483,1352085767,10853107.85,184892156.1,211215011.8,1765885643
1993,4,1,130.291,80.96,0,4584684.816,999355124.8,10616511.45,122835511.9,169198012.4,1306589845
2012,3,4,7480.09,4647.91,24609784.83,46990917.41,5954609389,124089647.4,999954106,344160535.1,7469804595
2019,1,4,4253.7,2643.13,54356578.32,106150950.4,8525295298,67183895.59,1601046776,383653620.4,10683330540
1997,5,3,832.698,517.41,5611220.472,18604181.58,2386742355,21635924.95,303822709.8,255061723.3,2985866895
2015,1,1,326.8,203.06,0,21634804.19,4342855680,20044790.07,740481050.5,561958504.1,5686974829
2000,2,1,193.7,120.36,0,11532857.98,2674054387,15573302.91,396150611.8,632873794.7,3730184955
2004,11,2,2.4,1.49,0,190670.4844,27277477.78,175524.1887,3336233.148,774598.8428,31754504.44
1994,11,1,51.768,32.17,0,1334981.21,366723619.1,2744885.494,51102649.9,74192025.45,496098161.1
1996,9,4,4274.007,2655.74,69138914.99,133066279.8,11670262394,122230057.1,1351555594,501159317.1,13778273642
2001,7,1,264.1,164.1,0,33916584.65,3736798248,26758172.27,574469821.9,631478349.6,5003421176
2011,9,4,4561.5,2834.38,76801901.89,146932649,12307532017,107572354.6,1951451658,488165545.7,15001654224
2000,1,3,999.3,620.94,2440759.589,35803454.95,3305666059,22398824.12,446694528.1,322065508.7,4132628375
2003,11,6,12984.3925,8068.13,75377777.44,34693053.11,3396831850,114514022.5,476342381.4,69324528.61,4091705836
1997,11,4,1306.401,811.76,11377808.6,18667035.14,2804636453,52007324.72,355850553.4,138622942,3369784308
1994,6,6,12097.2,7516.85,147673213.4,88672154.62,4672540489,67659866.38,558154751.3,79770390.92,5466797652
2016,11,2,2.4,1.49,0,116987.1239,30792731.73,197009.502,4565072.439,755530.9437,36427331.74
2003,2,1,193.7,120.36,0,12749044.95,2919744056,14943611.81,471399592,649095799,4067932103
2011,8,3,298,185.17,521618.4358,10126482.9,1585415180,10237252.26,293766957.2,275925719.7,2175471592
2000,3,1,385.29,239.41,0,8309801.323,2560978453,27962099.44,325104574.2,435931245.2,3358286173
1998,9,3,855.815,531.78,4288704.59,54976809.18,5131529037,39466030.88,688977067.1,505598295.3,6420547240
2015,4,2,0,0,0,0,0,0,0,0,0
2017,8,5,1925.13,1196.22,16322940.8,25895294.24,1660156838,19476552.62,370247437.5,45572782.57,2121348905
2014,6,2,0,0,0,0,0,0,0,0,0
2014,7,3,778.89,483.98,885792.8336,33940173.86,4735993460,21662195.03,938865059.8,645361245.2,6375822134
2017,9,6,39198.67,24356.92,444354128.1,162503055.4,12715905079,106170323,2372492094,132692915.8,15489763467
2001,5,3,826.83,513.77,5099954.391,24053836.84,2408024603,21682146.27,310077823.6,253644329,3017482738
2012,7,4,3111.7,1933.52,42922940.04,81324567.35,7923515714,74423994.99,1385450324,447792096.7,9912506698
1998,8,2,3.453,2.15,0,272753.3703,46837350.5,488024.9344,6372446.786,3219115.366,57189690.95
2007,4,1,141.3,87.8,0,9849355.39,1679689655,8258690.187,255134443,206316795.2,2159248939
2001,2,5,2008.1,1247.78,12700151.06,20281574.37,1228477766,16673875.53,223061028.3,65060587.61,1553554831
2007,11,3,345.6,214.75,191260.8491,11835900.84,1882489795,9266387.422,324116286.8,192279319.4,2419987690
2019,8,4,3145,1954.21,48468896.26,65874926.58,7419842901,69001521.17,1220136143,349421706.5,9124277198
2019,8,1,440.3,273.59,0,16226213.28,5234317562,16949095.87,1245587346,1188885730,7701965947
1993,7,3,1134.757,705.11,4694945.891,41455554.56,4452817337,28696718.04,587399101.1,627710810.1,5738079521
2019,9,2,10.6,6.59,0,914310.5601,136257694.1,504785.0416,19283284.96,7248651.137,164208725.8
2019,3,2,0,0,0,0,0,0,0,0,0
2014,10,3,439.08,272.83,896494.407,13343092.46,2053635092,10986635.89,357073424.2,235225139.4,2670263384
2007,4,4,2619.34,1627.58,7922830.42,35792225.99,4026349666,49145837.12,566911050.7,176139886.2,4854338665
1996,6,5,512.3,318.33,20590377.2,36163803.39,1239317386,28963354.01,148897936.1,28425867.93,1481768348
1995,11,5,1340.6,833.01,5585505.647,6859316.591,740122683.5,18177592.86,91849225.52,20973141.85,877981960.4
1997,7,6,31600.4,19635.58,305575439.4,102574713.7,7575161059,128003708.3,1005062932,153694300.3,8964496714
2013,9,3,673.3,418.37,1328110.542,47331009.71,4846229208,23648028.95,880364498.8,406730774.2,6204303520
2011,2,1,195.4,121.42,0,10364623.41,2968611509,12839447.63,486039019,585508132.5,4063362731
2008,3,1,406.74,252.74,58219.99523,15469989.71,3069341185,32477542.2,521114992,514467028.2,4152870737
2018,5,5,2015.475,1252.36,29620024.46,27069172.71,1925592877,26592842.61,348058961.8,35075547.7,2362389402
2019,9,5,3071.783,1908.72,27377207.38,53175010.35,3575751625,16773481.1,684140203.1,59448262.55,4389288582
2004,7,4,3096.52,1924.09,40098141.59,101147094.1,8043355898,73112906.53,1161634118,564337737.1,9943587754
2016,2,3,589.3,366.17,1911685.207,22076593.47,3670483307,12602360.19,750273936.1,619594217.6,5075030415
2013,8,2,3.5,2.17,0,292948.1378,37785419.94,405843.1878,6060581.831,1082144.589,45626937.68
2007,8,3,379.47,235.79,656519.3644,12212001.82,1676787518,13273573.24,323875703.7,335548453.3,2361697250
2007,9,4,4555.99,2830.96,53805890.82,161165397.7,12818770727,113687120.2,1881443304,566209123.6,15541275672
2009,2,5,2011.1,1249.64,15074726.26,22695268.59,1319303964,16733014.97,275557466.8,57175375.7,1691465090
1994,10,6,25505.4,15848.32,144194777.5,65156983.22,6534105201,124596108.7,775128251,131073903.4,7630060447
2009,10,4,3074.5,1910.41,24225104.14,64646461.85,7084408448,77274644.82,1072571020,347980891.6,8646881466
2010,7,5,3258.6,2024.8,25534693.16,31337150.39,2251964653,27068236.82,531574449.2,71759575.94,2913704065
2002,6,4,1723.02,1070.63,106776092.2,274918369.5,9109015843,215759860.2,1232925218,406958107.9,11239577399
2011,8,6,26315.9,16351.94,225098297.7,101845366.2,6146962730,96656140.29,1147535419,114074880.2,7607074536
1996,3,6,40873.2,25397.43,100960391.3,35585306.81,4700946473,122484068,613579197.5,137695856.2,5610290901
2005,1,2,1.1,0.68,0,255218.586,16156858.32,158170.6584,1985116.607,930562.3906,19485926.56
1995,9,5,3090.5,1920.35,30335341.61,35157182.06,2747923999,29835137.8,358066392.3,78749478.05,3249732189
2005,9,3,666.2,413.96,1211477.472,57537446,4938291507,27659090.29,733664937.1,454473267.7,6211626248
2009,7,1,265,164.66,0,28578766.26,3924034113,20529140.76,700798598.4,628474486.5,5302415105
2005,8,2,3.5,2.17,0,285791.2914,38939919.62,408014.0728,7239244.686,1262008.62,48134978.29
2013,11,3,342.17,212.61,645096.8893,11333567.2,1890854989,10235680.38,328049104.7,170723283.2,2411196625
1996,9,1,615.693,382.57,0,57560087.22,8992708588,87157086.99,1118764278,979146449.7,11235336490
2003,11,3,404.1,251.1,341901.7314,12640725.04,1859524273,12365230.49,260915405.9,203298080.8,2348743715
2002,9,3,846,525.68,2562550.642,64729380.11,5524872451,37578300.23,729435652.4,499096852.8,6855712637
2019,4,2,0,0,0,0,0,0,0,0,0
1993,9,1,594.195,369.22,0,50395835.2,7754122451,76936464.8,903397401.7,833087176.5,9617939329
2019,1,1,327.9,203.75,0,22834924.72,4638866052,21033434.35,869685280.4,589689329.9,6142109021
2015,9,2,10.6,6.59,0,1101572.569,142744021.7,575413.4579,19635624.09,6931100.7,170987732.5
2004,5,6,29840.6,18542.09,178239944.1,102378529.2,7449370200,128026921.9,1118332972,174757294.5,8972865917
2008,1,3,735.8,457.2,1253139.913,31742496.57,3126077796,17887706.92,518854141.3,275269140.7,3969831282
2007,7,5,3255.6,2022.94,20646742.2,38198647.76,2259066514,31340204.09,524700499.3,84327442.43,2937633307
2007,2,1,195.4,121.42,0,12688897.46,2984496048,15571486.27,517624479.3,669420887.3,4199801798
2012,10,4,3108.35,1931.44,24289101.28,56308944.57,6975915727,79080019.55,1109096570,351736995.8,8572138256
2015,8,1,411.6,255.76,0,15206523.47,4657908401,16656627.71,1038913890,1062442434,6791127876
2016,5,1,624.6,388.11,0,31156312.14,8574066739,29958290.39,1748210146,1266441157,11649832644
2011,4,4,2614.6,1624.64,11673647.77,35071043.54,3831252847,49078513.67,619029947.3,151267259.8,4685699611
2004,3,4,7491.61,4655.07,19205441.46,64417752.51,6163730154,108350924.8,873385441.3,372130765.6,7582015038
2010,6,4,1719.8,1068.63,185791782.2,255410912.8,8513012911,259441611,1282021268,399360636.4,10709247339
2011,11,3,340.5,211.58,289941.7402,12004390.92,1877550444,10028595.81,319612165.3,179670119.6,2398865715
2000,4,4,2607.29,1620.09,10877537.36,33406126.11,3687410890,51041049.09,447873407.9,179515271.8,4399246745
2017,1,5,3273.4,2034,28193116.88,54157278.92,2725086596,17274130.91,619786346.8,58271178.15,3474575531
2018,7,3,793.9,493.31,940966.5106,40108504.62,5379305179,18818656.71,1217235997,768944718.5,7424413056
1994,8,4,2563.355,1592.79,38825715.32,53289676.41,5370018769,88437893.95,673079634.9,333123326,6517949300
1995,5,4,3144.137,1953.68,52393984.13,66129806.93,7476866845,144153309.1,842612084.2,364706262.9,8894468308
2001,10,4,2709.59,1683.66,23391858.42,60648203.24,5988655643,90332302.48,789038267.8,314506155.9,7243180572
2019,6,6,12499.237,7766.67,183857812.8,232241999.4,7420277541,31167154.81,1577062030,60164926.14,9320913651
2018,11,1,55.6,34.55,0,1678061.702,523665751.4,1885313.677,114367616.7,78262001.19,719858744.7
2007,2,4,3307.04,2054.9,20749579.49,76332306.95,6969133042,61681671.48,1135286833,591815857.7,8834249711
2002,5,4,3322.88,2064.74,42923860.65,85016549.69,8143339950,134931088.5,948765604,393822760.5,9705875953
1998,3,5,7343.1,4562.79,15158971.61,17426355.09,1849321835,42867155.81,355248473.9,83962782.35,2348826603
