year,region_id,road_category_id,total_link_length_km,total_link_length_miles,pedal_cycles,two_wheeled_motor_vehicles,cars_and_taxis,buses_and_coaches,lgvs,all_hgvs,all_motor_vehicles
2009,8,5,1918.5,1192.1,15426772.69,22639231.18,1348270948,23492570.4,280724459,48736404.53,1723863613
2018,10,1,440.8,273.9,0,17533832.59,5974922645,19625753.51,1187921718,1193948505,8393952454
2009,9,6,38524.7,23938.14,391227788.9,208898361.5,11475382236,135392704.4,1904913417,176548974.3,13901135693
2017,3,4,7478.7,4647.05,20785180.29,48081638.73,6133743025,119827950.8,1314668057,370312757.2,7986633428
2019,6,1,60.3,37.47,0,9650569.567,1151238267,7972348.83,262733481.9,176598240,1608192908
2013,6,1,60.1,37.34,0,12083487.11,1048510681,7821818.521,186282347.3,142339812.4,1397038146
1994,2,5,2010,1248.96,13548377.48,17927180.27,1259293849,15370859.18,180398970,62250830.15,1535241689
2009,5,1,616.9,383.32,0,34153748.98,8283131341,39151048.19,1237743531,1320059996,10914239664
2010,3,6,41291.2,25657.16,138578113,49862461.18,5386448104,144978647.6,1037556992,135098083.3,6753944289
2005,10,1,424.1,263.52,0,19859444.28,5539521359,32925397.55,914439370.9,1088831390,7595576961
1998,10,2,4.242,2.64,0,533670.2408,75582344.73,1372649.353,12512595.19,5431907.038,95433166.56
2006,1,5,3272.1,2033.19,25158324.15,47382867.56,2147103930,31250619.91,431116893.9,77170046.09,2734024357
2007,7,3,776.45,482.46,926180.6053,38403012.56,4475596518,26472971.38,820747060.9,714900966.4,6076120529
2001,2,3,1210.8,752.36,4818513.63,35365297.29,4340346818,24321632.29,631596442.4,719432178,5751062368
1997,4,4,2589.673,1609.15,11387177.63,28698256.56,3652206644,52160671.06,432368276.8,193333767.1,4358767616
2011,8,1,380.1,236.18,0,16989216.1,4128045595,19251981.86,818823801.8,903252323.6,5886362918
2017,6,5,507.99,315.65,20686886.74,43428358.48,811243371.6,10957953.8,195957119.7,10121914.96,1071708719
2017,4,4,2658,1651.6,14976276.91,34487567.79,3994839404,43377150.01,723865475.6,144257546.9,4940827144
2004,11,4,1348.52,837.93,9672613.152,28861598.37,3179715709,44278271.3,421743328,156868598.7,3831467506
1997,5,5,1940.5,1205.77,28099648.06,22530919.43,1960088086,44755502.86,251764072.8,56831851.98,2335970433
2014,2,5,2013.02,1250.83,18521352.85,29502153.59,1576356948,13227682.44,312309384.8,53627402.57,1985023571
1996,9,6,38015.7,23621.86,335130960.2,139564319.4,11034791816,126608108.6,1326788431,200948336.7,12828701011
1995,7,5,3270.4,2032.13,22972714.35,29373459,2151267224,28617871.63,336882605.6,82004220.35,2628145381
1996,8,5,1923.1,1194.96,14653175.46,17963841.17,1367291269,24114794.6,203623339.7,55433145.43,1668426390
2000,1,1,326.8,203.06,0,17646298.62,3457594411,28138906.29,435215637.3,582504220,4521099474
2001,8,5,1922.5,1194.59,13582481.52,20812664.56,1306879541,23422207.33,233701524.8,56520309.89,1641336248
1999,11,1,55.6,34.55,0,1879405.522,444254975.9,4014527.658,66016291.73,81587758.12,597752959
2002,5,5,1940.5,1205.77,26678820.43,27607648.88,1832721299,39311369.3,260929115.8,56016427.36,2216585861
2010,5,5,1996.7,1240.69,28375227.82,25367633.72,1737606569,39987007.01,311523400.4,43491309.31,2157975920
2011,7,6,32247.3,20037.54,382847358.9,138147868.3,8122645630,116835740.6,1440162169,122266350.6,9940057758
1993,1,3,993.586,617.39,3579807.673,29525831.02,2837006545,20617028.43,320438945.9,277121860.2,3484710210
2007,11,1,55.6,34.55,0,2059507.166,530231547.1,2227702.405,97473926.95,82138857.51,714131541.2
1997,10,3,846.281,525.85,3669426.176,22099386.46,2868807528,22710728.72,388304542.1,342175346,3644097531
2017,8,3,276.7,171.93,582539.2769,8910279.135,1427735528,7659726.841,320336218.7,249202934.6,2013844687
2001,5,1,615.5,382.45,0,29515636.18,7376821592,45584769.32,1034935727,1283894046,9770751770
2008,9,2,10.6,6.59,0,1259962.569,148211551.5,610923.3327,16297482.33,7323666.04,173703585.8
2004,7,6,31802.6,19761.22,322919325.7,143740236.9,8181510894,143688495.9,1357703302,170214551.1,9996857480
2017,9,4,4565.5,2836.87,71920931.57,142409573.6,12559857300,90851711.32,2313009816,493261626.4,15599390027
2016,10,5,2521.15,1566.57,20603117.03,35095151.65,2280695619,22087988.31,430281709.5,45064397.57,2813224866
1994,7,1,245.9,152.8,0,23438020.09,3126492419,25231580.07,431836536.5,513105643,4120104199
2013,1,4,4211.28,2616.77,41402317.08,107658657.3,7697357525,89098481.82,1401635156,360969719.9,9656719540
2012,7,6,32319.79629,20082.59,392446359.8,143317460.4,8178152368,101783643.1,1398278614,110143832.3,9931675918
2014,7,1,262.2,162.92,0,23805993.84,4239464296,20354819.94,853339720,644450777.8,5781415607
1999,9,1,644.4,400.41,0,82222367.62,10154585162,91844106.67,1223811769,1173290247,12725753652
2002,1,5,3284.9,2041.14,24090541.72,44793251.52,2031265699,31704885.03,360301020.4,74602988.46,2542667844
2003,7,3,852,529.41,1335673.417,52968368.79,4790137402,28256913.69,719113009.7,723800590.2,6314276284
2001,11,5,1339.6,832.39,4975647.483,7538716.191,680323515.3,17026099.28,102690420.2,20853520.42,828432271.3
2015,6,4,1719,1068.14,203207009.5,246206790.5,7898370741,244977142.5,1405060378,427806670,10222421722
2014,3,6,41362.91,25701.72,181066499.1,48148688.86,5616060365,119719402.2,1108276883,118330463.7,7010535803
2003,7,6,31998.9315,19883.21,345265485.9,156201802.4,8162572610,147599421.8,1282640407,176543642.4,9925557884
2018,5,3,299.3,185.98,1210495.322,9537295.54,1204049761,6617010.807,241427987.7,119949980.5,1581582035
2017,2,1,199.9,124.21,884.6971188,8525257.799,2989042559,11926570.36,680370598.6,672117575.2,4361982561
2014,11,4,1427.81,887.2,12957578.43,24748492.69,3237168295,44679024.91,555903595.4,133310818.2,3995810226
2019,9,3,691.8,429.86,2014863.326,52797680.7,5566971214,22616510.74,1166130871,478002389.4,7286518666
2002,10,2,4.3,2.67,0,526653.4066,57734603.66,1044484.274,9430659.014,3534685.561,72271085.92
2016,7,5,3296.13,2048.12,21275298.61,42476340.72,2835047461,17123495.29,619964829.3,66242959.81,3580855086
2000,8,4,2602.23,1616.95,35905412.71,63083293.37,5769185557,94553916.2,717387825.1,314735700,6958946291
2008,6,6,12505.7,7770.68,156783072.3,124764049.7,4439017474,76523709.72,756863012,71672478.25,5468840724
1995,11,3,435.808,270.8,674227.5113,7712013.715,1622802180,10879517.37,221596247.9,191338006.7,2054327965
2007,10,6,26309.7,16348.09,151911783.2,112621536.4,7196076806,173146448.4,1216276103,141503936.7,8839624831
2003,11,1,55.6,34.55,0,2247819.608,469897900.6,3179221.161,72080437.43,79120687.37,626526066.2
2011,7,3,771.3,479.26,1267860.072,35104405.89,4530687943,22284712.59,846878885.7,643627004.2,6078582952
1993,5,6,29466,18309.32,165494760.6,70043446.27,6872456106,101686152.9,753668575.5,161381904.7,7959236186
2009,1,5,3264.1,2028.22,28045742.66,47485360.9,2199347321,31215355.7,448806524.8,68018329.37,2794872891
2000,9,5,3090,1920.04,28590616.2,39450254.53,2689367211,30632230.67,427282416.4,83010860.91,3269742974
2005,9,5,3091.9,1921.22,27896621.29,47088359.61,2614438237,27884565.42,482943266.4,79716330.58,3252070759
2008,11,5,1338.097,831.45,4486371.636,6994592.105,595351288.5,14855883.93,109798088.2,17488712.6,744488565.3
2013,11,5,1340.913908,833.21,4870338.373,8876160.151,672180217.6,12202023.63,115352084.6,13855409.85,822465895.8
2005,1,4,4230.21,2628.53,26745649.07,126168506.6,8215973513,81724254.88,1200283588,425113831.5,10049263694
1994,10,4,2663.245,1654.86,26955906.88,49075787.4,5564264118,83867391.93,687682025.1,330676355.7,6715565678
2014,10,1,434.7,270.11,0,18005153.23,5872537360,20885670.34,1052693439,1118737903,8082859526
2009,10,2,3.2,1.99,0,277739.8741,48875980.83,637354.7234,6763712.109,2257730.79,58812518.33
2009,2,3,550.9,342.31,1334017.774,20730698.35,3029745512,12794087.53,543210318.3,517148447.8,4123629063
2015,3,5,7317.83,4547.09,20410233.68,22890373.71,1910829839,25984993.96,442503488.3,58817880.66,2461026576
1999,10,6,25791.6,16026.16,149582065.7,76529940.15,6963185000,155230951.2,928363979.4,139376043.9,8262685914
2000,6,6,12309.4,7648.71,160022385.8,109196729.1,4930359703,78540196.93,648747666.5,86845525.51,5853689821
2002,9,1,644.4,400.41,362.8807763,77910910.91,10706583272,82221662.37,1352268658,1240861312,13459845815
1998,1,5,3287,2042.45,23149805.14,36317903.44,2008760712,30112890.72,326631223.7,70122360.42,2471945091
1999,7,3,1138.87,707.66,3890177.613,50151305.13,5177711475,34646598.24,758757920,744049761.3,6765317060
1993,3,4,7405.483,4601.55,25920381.85,38949267.53,5382980544,113288980.5,649859713,329353491.9,6514431997
1996,8,2,3.489,2.17,0,205005.8906,42873328.51,433273.4332,6965594.677,3304512.273,53781714.79
2006,5,5,1952.3,1213.1,25867812.51,27874519.44,1764422447,40982298.2,295937227.8,53270551.6,2182487044
2005,8,4,2910.96,1808.79,28344102.6,76691091.71,6867705391,93768460.63,998248986,366337784.9,8402751714
2001,4,6,25728.8,15987.14,59915489.63,54254682.39,3651931117,62309476.57,593219137.4,100813176.6,4462527590
2018,2,5,2004.25,1245.38,15760220.58,31731376.26,1884779882,12208666,386272410.6,59214998.51,2374207333
2002,3,6,41384.5,25715.14,112268725.6,51570080.73,5243903106,137426802.5,798112771.4,158055083.3,6389067844
1995,9,3,852.931,529.99,4259797.781,45814065.23,4695436275,34736296.28,564971065.2,449449996.4,5790407698
2012,10,6,26414.45568,16413.18,185076351.6,95437869.61,7291054264,125492795.6,1224467441,100729601.1,8837181971
2014,5,3,305.43,189.79,1139233.472,7491212.947,1078768550,8856526.616,197990305.4,104417529.6,1397524125
2009,4,6,26556.4,16501.38,70428342.78,62214907.9,3815652048,64035972.21,731151159.4,86319557.77,4759373645
2019,6,4,1747.5,1085.85,199046250.3,269365103.6,8109482200,241064146.8,1641010676,370645483.3,10631567609
1997,2,4,2579.786,1603,25773551.21,50036557.75,4849077081,54093756.84,652229027.5,368770773.1,5974207196
2011,11,1,55.6,34.55,0,2445045.31,506365831,2631407.269,97881668.87,72516688.17,681840640.7
1995,8,2,5.612,3.49,0,348179.1339,65997069.61,689667.3427,10580155.64,5067620.099,82682691.83
2018,7,1,265,164.66,0,24808846.46,4429453430,19121300.11,1019434180,771467715.5,6264285472
2017,1,3,738.8,459.07,1005586.728,27595559.19,3468152491,16010102.29,713473536.9,290824761.8,4516056452
2011,10,6,26370.7,16385.99,180767558.4,91997344.69,7097396278,139394023,1223931305,109146794.4,8661865745
2013,9,5,3080.489262,1914.13,30773569.51,50074593.14,2859862590,20639638.74,500849566.3,56985279.3,3488411667
2008,1,1,326.8,203.06,0,28177431.55,4303166953,26736009.08,623135545.3,576674306.2,5557890245
